,Loc ID,County,Community,Functional Class,Rural Urban,On,From,To,Approach,At,Dir,Directions,Category,LRS ID,LRS Loc Pt,Latitude,Longitude,Latest,Count
20844,80-0088,Van Buren,SOUTH HAVEN,(3) Other Principal Arterial,U,I-196BL PHOENIX,,,WEST OF,Blue Star Hwy,2-WAY,EB/WB,Primary,578110.0,3.082,42.4034458,-86.2594846,8957.0,8957.0
20845,80-0093,Van Buren,Paw Paw Twp - Van Buren,(1) Interstate,U,I-94,,,WEST OF,E I 94/M 40 RAMP,2-WAY,EB/WB,Primary,580805.0,16.63139,42.20546,-85.9061,46067.0,46067.0
20846,80-0094,Van Buren,-,(1) Interstate,R,I-94,,,EAST OF,52nd/E I 94 RAMP,2-WAY,EB/WB,Primary,580805.0,9.36,42.19629316,-86.04288278,40577.0,40577.0
20847,80-0095,Van Buren,-,(1) Interstate,R,I-94,,,WEST OF,E I 94/52nd RAMP,2-WAY,EB/WB,Primary,580805.0,8.418,42.19668212,-86.06123274,41282.0,41282.0
20848,80-0096,Van Buren,PAW PAW,(4) Minor Arterial,U,M-40 KALAMAZOO ST.,,,SOUTH OF,Ampey Rd,2-WAY,NB/SB,Primary,579901.0,11.158,42.2077022,-85.89091849,26879.0,26879.0
20849,80-0097,Van Buren,Covert,(1) Interstate,R,I-196 US-31,,,SOUTH OF,32nd Ave,2-WAY,NE/SW,Primary,580709.0,4.183,42.2951717,-86.31224282,27057.0,27057.0
20850,80-0098,Van Buren,South Haven,(1) Interstate,U,I-196 US-31,32nd Ave,M-140,BETWEEN,32nd Ave AND M-140,2-WAY,NE/SW,Primary,580709.0,9.116,42.36020348,-86.27527525,19744.0,19744.0
20851,80-0099,Van Buren,South Haven,(1) Interstate,U,I-196 US-31,M-140,Phoenix St,BETWEEN,M-140 AND Phoenix St,2-WAY,NE/SW,Primary,580709.0,10.09,42.3710923,-86.26356288,29545.0,29545.0
20852,80-0136,Van Buren,-,(3) Other Principal Arterial,U,I-196BL PHOENIX,,,WEST OF,I 196 Crossover,2-WAY,EB/WB,Primary,578110.0,3.311,42.40351732,-86.25501035,13745.0,13745.0
20853,80-0164,Van Buren,-,(1) Interstate,R,I-94 ON RAMP,M 51,W I 94,BETWEEN,M 51 AND W I 94,RAMP,WB,Primary,579805.0,0.193,42.19943363,-85.96907075,891.0,891.0
20854,80-0165,Van Buren,-,(1) Interstate,R,I-94 OFF LOOP,W I 94,M 51,BETWEEN,W I 94 AND M 51,RAMP,WB,Primary,579804.0,0.091,42.19942645,-85.96864102,4323.0,4323.0
20855,80-0166,Van Buren,-,(1) Interstate,R,I-94 OFF RAMP,E I 94,M 51,BETWEEN,E I 94 AND M 51,RAMP,EB,Primary,579710.0,0.115,42.1982488,-85.96712161,1161.0,1161.0
20856,80-0167,Van Buren,-,(1) Interstate,R,I-94 ON RAMP,M 51,E I 94,BETWEEN,M 51 AND E I 94,RAMP,EB,Primary,579801.0,0.084,42.19907249,-85.96491647,3286.0,3286.0
20857,80-0168,Van Buren,-,(1) Interstate,U,I-94 ON RAMP,M 40,W I 94,BETWEEN,M 40 AND W I 94,RAMP,WB,Primary,580210.0,0.065,42.20694612,-85.89185338,2840.0,2840.0
20858,80-0169,Van Buren,-,(1) Interstate,U,I-94 OFF RAMP,E I 94,M 40,BETWEEN,E I 94 AND M 40,RAMP,EB,Primary,580207.0,0.139,42.20520392,-85.89143678,2768.0,2768.0
20859,80-0170,Van Buren,-,(1) Interstate,U,I-94 ON LOOP,M 40,E I 94,BETWEEN,M 40 AND E I 94,RAMP,EB,Primary,580208.0,0.133,42.20507284,-85.89068498,4168.0,4168.0
20860,80-0171,Van Buren,-,(1) Interstate,U,I-94 OFF RAMP,W I 94,M 40,BETWEEN,W I 94 AND M 40,RAMP,WB,Primary,580209.0,0.093,42.20698528,-85.88843528,4491.0,4491.0
20861,80-0172,Van Buren,-,(1) Interstate,U,I-94 ON RAMP,County Road 687,W I 94,BETWEEN,County Road 687 AND W I 94,RAMP,WB,Primary,581004.0,0.064,42.19293758,-86.16771,1901.0,1901.0
20862,80-0173,Van Buren,-,(1) Interstate,U,I-94 OFF LOOP,E I 94,County Road 687,BETWEEN,E I 94 AND County Road 687,RAMP,EB,Primary,580808.0,0.113,42.19158765,-86.16405016,1757.0,1757.0
20863,80-0174,Van Buren,-,(1) Interstate,U,I-94 OFF RAMP,W I 94,County Road 687,BETWEEN,W I 94 AND County Road 687,RAMP,WB,Primary,581005.0,0.106,42.19308314,-86.16495663,1480.0,1480.0
20864,80-0175,Van Buren,-,(1) Interstate,U,I-94 ON RAMP,County Road 687,E I 94,BETWEEN,County Road 687 AND E I 94,RAMP,EB,Primary,580809.0,0.19,42.19186101,-86.16342588,1299.0,1299.0
20865,80-0179,Van Buren,-,(4) Minor Arterial,U,M-43,,,SE OF,Blue Star Hwy,2-WAY,NW/SE,Primary,578301.0,0.796,42.38690394,-86.26168504,8008.0,8008.0
20866,80-0413,Van Buren,-,(1) Interstate,U,I-196 US-31 ON RAMP,M 140,N I 196,BETWEEN,M 140 AND N I 196,RAMP,NE,Primary,578103.0,0.201,42.36606453,-86.2664052,1949.0,1949.0
20867,80-0414,Van Buren,-,(1) Interstate,U,I-196 US-31 OFF LOOP,N I 196,M 140,BETWEEN,N I 196 AND M 140,RAMP,NE,Primary,578104.0,0.082,42.36546901,-86.26674348,1103.0,1103.0
20868,80-0415,Van Buren,-,(1) Interstate,U,I-196 US-31 ON RAMP,M 140,S I 196,BETWEEN,M 140 AND S I 196,RAMP,SW,Primary,578108.0,0.178,42.36538993,-86.27042249,1169.0,1169.0
20869,80-0416,Van Buren,-,(1) Interstate,U,I-196 US-31 OFF LOOP,S I 196,M 140,BETWEEN,S I 196 AND M 140,RAMP,SW,Primary,578107.0,0.141,42.36632829,-86.27015296,1636.0,1636.0
20870,80-0501,Van Buren,-,(1) Interstate,U,I-196 US-31,Phoenix St,N Shore Dr,BETWEEN,Phoenix St AND N Shore Dr,2-WAY,NE/SW,Primary,580709.0,13.18993,42.41464768,-86.25226071,24224.0,24224.0
20871,80-0505,Van Buren,-,(3) Other Principal Arterial,U,I-196BL,,,SOUTH OF,14th Ave,2-WAY,NB/SB,Primary,577905.0,8.639092,42.36765026,-86.26840842,5419.0,5419.0
20872,80-0508,Van Buren,-,(4) Minor Arterial,R,M-51,,,SOUTH OF,I 94 Crossover,2-WAY,NB/SB,Primary,579407.0,14.79,42.19527435,-85.96601279,6642.0,6642.0
20873,80-0511,Van Buren,-,(1) Interstate,U,I-196 US31 OFF RAMP,N I 196,Phoenix Rd,BETWEEN,N I 196 AND Phoenix Rd,RAMP,NE,Primary,578507.0,0.201,42.40143474,-86.2513126,1313.0,1313.0
20874,80-0512,Van Buren,-,(1) Interstate,U,I-196 US31 ON RAMP,Phoenix Rd,N I 196,BETWEEN,Phoenix Rd AND N I 196,RAMP,NE,Primary,578508.0,0.119,42.40519827,-86.2507259,1585.0,1585.0
20875,80-0513,Van Buren,-,(1) Interstate,U,I-196 US31 OFF RAMP,S I 196,Phoenix Rd,BETWEEN,S I 196 AND Phoenix Rd,RAMP,SW,Primary,578504.0,0.207,42.40539692,-86.25391604,2814.0,2814.0
20876,80-0514,Van Buren,-,(1) Interstate,U,I-196 US31 ON RAMP,Phoenix Rd,S I 196,BETWEEN,Phoenix Rd AND S I 196,RAMP,SW,Primary,578505.0,0.113,42.40209336,-86.25371667,2098.0,2098.0
20877,80-0515,Van Buren,-,(1) Interstate,U,I-196 US31 ON LOOP,EB Phoenix,N I 196,BETWEEN,EB Phoenix AND N I 196,RAMP,NE,Primary,578506.0,0.112,42.40234565,-86.25068203,1512.0,1512.0
20878,80-1001,Van Buren,BANGOR,(4) Minor Arterial,R,M-43 MONROE ST.,,,NW OF,N Center St,2-WAY,NW/SE,Primary,578301.0,10.506,42.31242702,-86.10929344,9948.0,9948.0
20879,80-1011,Van Buren,BANGOR,(4) Minor Arterial,R,M-43 MONROE,,,NW OF,E Arlington St,2-WAY,NW/SE,Primary,578301.0,10.828,42.31049181,-86.10357331,6715.0,6715.0
20880,80-2601,Van Buren,DECATUR,(4) Minor Arterial,R,M-51,,,SW OF,N Phelps St,2-WAY,NE/SW,Primary,579407.0,8.555,42.10855222,-85.97465284,5836.0,5836.0
20881,80-3601,Van Buren,GOBLES,(4) Minor Arterial,R,M-40 STATE ST.,,,SOUTH OF,W Van Buren St,2-WAY,NB/SB,Primary,580601.0,1.962,42.36053592,-85.87897616,7722.0,7722.0
20882,80-3611,Van Buren,LAWTON,(4) Minor Arterial,U,M-40,E Bitely St,Durkee St,BETWEEN,E Bitely St AND Durkee St,2-WAY,NB/SB,Primary,579901.0,7.051,42.16361956,-85.84889407,5571.0,5571.0
20883,80-5001,Allegan,Casco,(7) Local Road or Street,U,BASELINE RD,,,EAST OF,Blue Star Hwy,2-WAY,EB/WB,,3031229.0,0.0524233,42.41932017,-86.25501371,52.0,52.0
20884,80-5002,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,NORTHSHORE DR,,,NE OF,Dyckman Ave,2-WAY,NB/SB,Primary,591210.0,0.44,42.40872458,-86.27749364,1376.0,1376.0
20885,80-5003,Van Buren,SOUTH HAVEN,(5) Major Collector,U,NORTHSHORE DR,,,SW OF,Dyckman Ave,2-WAY,NB/SB,Primary,591210.0,0.347,42.40746682,-86.27814633,1169.0,1169.0
20886,80-5005,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,DYCKMAN AVE,,,SE OF,Black River St,2-WAY,EB/WB,Primary,591209.0,0.278,42.406852,-86.27391393,3386.0,3386.0
20887,80-5006,Van Buren,SOUTH HAVEN,(5) Major Collector,U,WELLS ST,,,WEST OF,Blue Star Hwy,2-WAY,EB/WB,Primary,590504.0,0.6962249,42.41064891,-86.26015109,1198.0,1198.0
20888,80-5007,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,BROADWAY ST,,,NORTH OF,Phoenix Rd,2-WAY,NB/SB,Primary,578310.0,0.034,42.40373504,-86.27107157,4192.0,4192.0
20889,80-5008,Van Buren,SOUTH HAVEN,(5) Major Collector,U,WILLIAMS ST,,,SW OF,Dyckman Ave,2-WAY,NB/SB,Primary,591304.0,0.227,42.40586358,-86.27212693,1704.0,1704.0
20890,80-5009,Van Buren,SOUTH HAVEN,(5) Major Collector,U,CENTER ST,,,NORTH OF,Phoenix Rd,2-WAY,NB/SB,,590408.0,1.018,42.40353633,-86.27405488,1913.0,1913.0
20891,80-5012,Van Buren,SOUTH HAVEN,(5) Major Collector,U,WATER ST,,,WEST OF,Kalamazoo St,2-WAY,EB/WB,Primary,578309.0,0.328,42.4030903,-86.27658624,1414.0,1414.0
20892,80-5013,Van Buren,SOUTH HAVEN,(5) Major Collector,U,PHOENIX ST,,,WEST OF,Broadway St,2-WAY,EB/WB,Primary,578309.0,0.576,42.40322726,-86.27174901,4343.0,4343.0
20893,80-5014,Van Buren,SOUTH HAVEN,(5) Major Collector,U,KALAMAZOO ST,Eagle St,Huron St,BETWEEN,Eagle St AND Huron St,2-WAY,NB/SB,Primary,585604.0,1.574,42.40216022,-86.27581486,1022.0,1022.0
20894,80-5015,Van Buren,SOUTH HAVEN,(5) Major Collector,U,CENTER ST,,,NORTH OF,Huron St,2-WAY,NB/SB,Primary,590408.0,0.921,42.40213085,-86.27405591,1607.0,1607.0
20895,80-5017,Van Buren,SOUTH HAVEN,(5) Major Collector,U,HURON ST,,,WEST OF,Broadway St,2-WAY,EB/WB,Primary,578308.0,0.378,42.40188333,-86.2716884,2676.0,2676.0
20896,80-5018,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,MICHIGAN AVE,,,WEST OF,Broadway St,2-WAY,EB/WB,Primary,578307.0,0.55,42.4011822,-86.27163613,1462.0,1462.0
20897,80-5019,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,MICHIGAN AVE,,,WEST OF,Indiana Ave,2-WAY,EB/WB,Primary,578307.0,0.219,42.40117053,-86.27810717,997.0,997.0
20898,80-5020,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,J R MONROE BLVD,Erie St,Superior St,BETWEEN,Erie St AND Superior St,2-WAY,NB/SB,Primary,585603.0,2.209,42.39999197,-86.28236537,1200.0,1200.0
20899,80-5021,Van Buren,SOUTH HAVEN,(5) Major Collector,U,INDIANA AVE,Erie St,Superior St,BETWEEN,Erie St AND Superior St,2-WAY,NB/SB,Primary,590406.0,0.782,42.40009208,-86.2777445,372.0,372.0
20900,80-5022,Van Buren,SOUTH HAVEN,(5) Major Collector,U,CENTER ST,Erie St,sup,BETWEEN,Erie St AND sup,2-WAY,NB/SB,Primary,590408.0,0.781,42.40010241,-86.27405693,1177.0,1177.0
20901,80-5023,Van Buren,SOUTH HAVEN,(5) Major Collector,U,HUBBARD ST,,,SOUTH OF,M 140,2-WAY,NB/SB,Primary,578403.0,0.214,42.40279,-86.26666878,343.0,343.0
20902,80-5024,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,SUPERIOR ST,,,EAST OF,Indiana Ave,2-WAY,EB/WB,Primary,585803.0,0.286,42.39969846,-86.27708252,286.0,286.0
20903,80-5025,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,J R MONROE BLVD,Elm Ct,Elkenburg St,BETWEEN,Elm Ct AND Elkenburg St,2-WAY,NB/SB,Primary,585603.0,1.718,42.39303431,-86.28365334,1505.0,1505.0
20904,80-5026,Van Buren,SOUTH HAVEN,(5) Major Collector,U,INDIANA AVE,,,SOUTH OF,Humphrey St,2-WAY,NB/SB,Primary,590406.0,0.29,42.39296365,-86.27764559,517.0,517.0
20905,80-5027,Van Buren,SOUTH HAVEN,(5) Major Collector,U,CENTER ST,Chambers St,Van Buren St,BETWEEN,Chambers St AND Van Buren St,2-WAY,NB/SB,Primary,590408.0,0.694,42.39884186,-86.27403818,877.0,877.0
20906,80-5028,Van Buren,SOUTH HAVEN,(5) Major Collector,U,ELKENBURG ST,,,EAST OF,Center St,2-WAY,EB/WB,Primary,578206.0,0.535,42.39239972,-86.27318305,1146.0,1146.0
20907,80-5029,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,SUPERIOR ST,,,WEST OF,M 140,2-WAY,EB/WB,Primary,578305.0,0.121,42.39955623,-86.27168304,1466.0,1466.0
20908,80-5030,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,SUPERIOR ST,,,EAST OF,Lagrange St,2-WAY,EB/WB,Primary,591106.0,0.054,42.39966643,-86.26799376,843.0,843.0
20909,80-5031,Van Buren,SOUTH HAVEN,(7) Local Road or Street,U,LAGRANGE ST,,,SOUTH OF,Lee St,2-WAY,NB/SB,,590410.0,0.041,42.39673417,-86.2690033,314.0,314.0
20910,80-5032,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,AYLWORTH AVE,,,EAST OF,Lagrange St,2-WAY,EB/WB,Primary,578204.0,0.797,42.38882457,-86.2679958,4957.0,4957.0
20911,80-5033,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,AYLWORTH AVE,,,WEST OF,Kalamazoo St,2-WAY,EB/WB,Primary,578204.0,0.363,42.38876928,-86.27647866,1578.0,1578.0
20912,80-5034,Van Buren,SOUTH HAVEN,(5) Major Collector,U,J R MONROE BLVD,Chippewa Ct,Delaware Ct,BETWEEN,Chippewa Ct AND Delaware Ct,2-WAY,NB/SB,Primary,585603.0,1.23,42.38596434,-86.28354841,1399.0,1399.0
20913,80-5035,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,KALAMAZOO ST,,,SOUTH OF,Aylworth Ave,2-WAY,NB/SB,Primary,585604.0,0.592,42.38793246,-86.2756486,864.0,864.0
20914,80-5037,Van Buren,SOUTH HAVEN,(5) Major Collector,U,STIEVE DR,,,NW OF,Blue Star Hwy,2-WAY,NB/SB,Primary,3800884.0,0.046,42.37611261,-86.27936367,672.0,672.0
20915,80-5038,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,BLUE STAR HWY,,,NE OF,Kalamazoo St,2-WAY,NB/SB,Primary,585504.0,10.908,42.38010611,-86.27404727,3354.0,3354.0
20916,80-5039,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,BLUE STAR HWY,,,SOUTH OF,6th Ave,2-WAY,NB/SB,Primary,3800500.0,1.066,42.39526585,-86.25917576,8560.0,8560.0
20917,80-5040,Van Buren,South Haven,(4) Minor Arterial,U,BLUE STAR HWY,,,SOUTH OF,M 140,2-WAY,NB/SB,Primary,578502.0,0.3933374,42.40190093,-86.25901681,9842.0,9842.0
20918,80-5041,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,BLUE STAR HWY,,,NORTH OF,M 140,2-WAY,NB/SB,Primary,578502.0,0.539,42.40401142,-86.25899241,7934.0,7934.0
20919,80-5042,Van Buren,SOUTH HAVEN,(4) Minor Arterial,U,BLUE STAR HWY,,,NORTH OF,2nd Ave,2-WAY,NB/SB,Primary,578502.0,1.055,42.41148693,-86.25893467,5418.0,5418.0
20920,80-5043,Van Buren,SOUTH HAVEN,(5) Major Collector,U,PHOENIX RD,Veterans Blvd,71 1/2 St,BETWEEN,Veterans Blvd AND 71 1/2 St,2-WAY,EB/WB,Primary,585809.0,0.372,42.40380445,-86.2418645,7588.0,7588.0
20921,80-5045,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 687,,,NORTH OF,20th Ave,2-WAY,NB/SB,Primary,585906.0,0.172,42.34878643,-86.18817465,596.0,596.0
20922,80-5046,Van Buren,-,(5) Major Collector,R,PHOENIX RD,,,EAST OF,County Road 687,2-WAY,EB/WB,Primary,585809.0,3.476,42.40401497,-86.18118732,3927.0,3927.0
20923,80-5047,Van Buren,-,(5) Major Collector,R,60TH ST,,,NORTH OF,Phoenix St,2-WAY,NB/SB,Primary,586006.0,4.313,42.40912102,-86.12941651,1064.0,1064.0
20924,80-5048,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 388,,,EAST OF,56th St,2-WAY,EB/WB,Primary,586007.0,2.437,42.40582568,-86.08714495,2295.0,2295.0
20925,80-5049,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 215,,,NORTH OF,Phoenix St,2-WAY,NB/SB,Primary,586608.0,0.258,42.40813818,-86.07780836,654.0,654.0
20926,80-5051,Van Buren,-,(5) Major Collector,R,46TH ST,,,NORTH OF,County Road 388,2-WAY,NB/SB,Primary,588101.0,1.658,42.40257455,-85.99458699,1089.0,1089.0
20927,80-5053,Van Buren,BLOOMINGDALE,(5) Major Collector,R,KALAMAZOO ST,S Chestnut St,S May St,BETWEEN,S Chestnut St AND S May St,2-WAY,EB/WB,Primary,586704.0,2.021,42.38290041,-85.95495946,2112.0,2112.0
20928,80-5054,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 665,,,NORTH OF,County Road 390,2-WAY,NB/SB,Primary,579006.0,9.223,42.40666094,-85.95765549,830.0,830.0
20929,80-5056,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 388,,,NORTH OF,14th Ave,2-WAY,NB/SB,Primary,586609.0,2.683,42.37110129,-85.91824045,1386.0,1386.0
20930,80-5057,Van Buren,GOBLES,(5) Major Collector,R,VAN BUREN ST,,,EAST OF,M 40,2-WAY,EB/WB,Primary,586702.0,2.185,42.36099733,-85.87543643,1962.0,1962.0
20931,80-5058,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 388,,,WEST OF,County Road 653,2-WAY,EB/WB,Primary,586702.0,5.555,42.36117155,-85.80970776,1531.0,1531.0
20932,80-5059,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 653,,,NORTH OF,12th Ave,2-WAY,NB/SB,Primary,587006.0,1.62,42.37834399,-85.82833597,302.0,302.0
20933,80-5060,Van Buren,-,(5) Major Collector,R,26TH ST,,,NORTH OF,M 43,2-WAY,NB/SB,Primary,579107.0,0.374,42.30094786,-85.80465777,1490.0,1490.0
20934,80-5061,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 665,,,SOUTH OF,M 43,2-WAY,NB/SB,Primary,579006.0,1.829,42.29952352,-85.9564589,778.0,778.0
20935,80-5062,Van Buren,-,(5) Major Collector,R,12TH AVE,54th Ave,County Road 215,BETWEEN,54th Ave AND County Road 215,2-WAY,EB/WB,Primary,3801255.0,8.646,42.37547274,-86.07508022,1048.0,1048.0
20936,80-5063,Van Buren,BREEDSVILLE,(5) Major Collector,R,MAIN ST,,,EAST OF,18th Ave,2-WAY,EB/WB,Primary,578105.0,11.243,42.34658695,-86.08001493,878.0,878.0
20937,80-5064,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 215,,,SOUTH OF,M 43,2-WAY,NB/SB,Primary,582504.0,10.741,42.30526257,-86.07171707,1417.0,1417.0
20938,80-5065,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 681,,,SOUTH OF,County Road 380,2-WAY,NB/SB,Primary,587205.0,17.554,42.34251549,-86.10948579,1501.0,1501.0
20939,80-5068,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 378,,,EAST OF,County Road 687,2-WAY,EB/WB,Primary,578005.0,7.349,42.30895525,-86.16025401,1775.0,1775.0
20940,80-5069,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 380,,,WEST OF,M 140,2-WAY,EB/WB,Primary,578105.0,1.371,42.34546427,-86.27281499,917.0,917.0
20941,80-5070,Van Buren,-,(4) Minor Arterial,U,BLUE STAR HWY,,,NE OF,16th Ave,2-WAY,NB/SB,Primary,585504.0,9.474,42.3615493,-86.28570033,2438.0,2438.0
20942,80-5071,Van Buren,-,(5) Major Collector,U,RUGGLES RD,,,NE OF,20th Ave,2-WAY,NB/SB,Primary,578203.0,1.423,42.34618274,-86.29393988,971.0,971.0
20943,80-5072,Van Buren,-,(5) Major Collector,U,BLUE STAR HWY,,,SOUTH OF,20th Ave,2-WAY,NB/SB,Primary,585504.0,8.096,42.34247341,-86.2921406,1878.0,1878.0
20944,80-5073,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 378,,,EAST OF,I 196 Crossover,2-WAY,EB/WB,Primary,578004.0,1.293,42.3011941,-86.3004748,1300.0,1300.0
20945,80-5074,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 378,,,WEST OF,I 196 Crossover,2-WAY,EB/WB,Primary,578004.0,0.698,42.30199519,-86.31193364,1357.0,1357.0
20946,80-5075,Van Buren,-,(5) Major Collector,R,BLUE STAR HWY,,,NE OF,County Road 376,2-WAY,NB/SB,Primary,585504.0,1.606,42.25972208,-86.33805983,1157.0,1157.0
20947,80-5076,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 376,,,EAST OF,82nd St,2-WAY,EB/WB,Primary,577907.0,0.448,42.25768667,-86.33279268,518.0,518.0
20948,80-5077,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 376,,,WEST OF,82nd St,2-WAY,EB/WB,Primary,577907.0,0.214,42.2576464,-86.3373562,450.0,450.0
20949,80-5079,Van Buren,-,(5) Major Collector,R,64TH ST,,,SOUTH OF,51st Ave,2-WAY,NB/SB,Primary,579309.0,10.665,42.23206127,-86.16694971,1547.0,1547.0
20950,80-5080,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 681,,,NORTH OF,Butcher Rd,2-WAY,NB/SB,Primary,587205.0,9.973,42.23266681,-86.10856941,2765.0,2765.0
20951,80-5081,Van Buren,HARTFORD,(5) Major Collector,U,CENTER ST,Reynolds St,Oak St,BETWEEN,Reynolds St AND Oak St,2-WAY,NB/SB,Primary,579309.0,8.678,42.20404925,-86.16671721,6278.0,6278.0
20952,80-5082,Van Buren,HARTFORD,(4) Minor Arterial,U,MAIN ST,S East St,Church St,BETWEEN,S East St AND Church St,2-WAY,EB/WB,Primary,581305.0,3.147,42.20708329,-86.16392535,4832.0,4832.0
20953,80-5084,Van Buren,Hartford,(4) Minor Arterial,R,RED ARROW FWY,,,WEST OF,County Road 681,2-WAY,EB/WB,Primary,581305.0,5.710175,42.21472202,-86.11545963,4451.0,4451.0
20954,80-5085,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 681,,,NORTH OF,County Road 365,2-WAY,NB/SB,Primary,587205.0,7.092,42.19091937,-86.10839967,1423.0,1423.0
20955,80-5086,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 365,,,EAST OF,County Road 215,2-WAY,EB/WB,Primary,581310.0,3.144,42.18595749,-86.06693066,725.0,725.0
20956,80-5087,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 362,,,WEST OF,County Road 687,2-WAY,EB/WB,Primary,581205.0,2.166,42.15709287,-86.18072936,457.0,457.0
20957,80-5088,Van Buren,-,(5) Major Collector,R,TERRITORIAL RD,,,WEST OF,County Road 687,2-WAY,EB/WB,Primary,581009.0,2.395,42.11082526,-86.17687627,659.0,659.0
20958,80-5089,Van Buren,-,(5) Major Collector,R,SISTER LAKES RD,,,SOUTH OF,M 152,2-WAY,NB/SB,Primary,3140076.0,1.239,42.08175882,-86.2028665,1774.0,1774.0
20959,80-5090,Van Buren,-,(5) Major Collector,R,92ND AVE,,,EAST OF,M 152,2-WAY,EB/WB,Primary,579208.0,2.176,42.08567838,-86.18054785,1326.0,1326.0
20960,80-5091,Van Buren,-,(5) Major Collector,R,64TH ST,,,SOUTH OF,I 94 Crossover,2-WAY,NB/SB,Primary,579309.0,7.567,42.18795122,-86.16656192,2805.0,2805.0
20961,80-5092,Van Buren,-,(5) Major Collector,R,TERRITORIAL RD,,,WEST OF,County Road 681,2-WAY,EB/WB,Primary,581101.0,4.039,42.11878153,-86.11337788,753.0,753.0
20962,80-5093,Van Buren,-,(5) Major Collector,R,COUNTY ROAD 681,,,NORTH OF,89th Ave,2-WAY,NB/SB,Primary,587205.0,0.642,42.09746061,-86.10791846,1153.0,1153.0
20963,80-5094,Van Buren,LAWRENCE,(4) Minor Arterial,R,SAINT JOSEPH ST,,,EAST OF,N Exchange St,2-WAY,EB/WB,Primary,581305.0,9.15,42.21924791,-86.04925291,3050.0,3050.0
20964,80-5095,Van Buren,LAWRENCE,(5) Major Collector,R,PAW PAW ST,,,NORTH OF,E Saint Joseph St,2-WAY,NB/SB,Primary,580905.0,2.466,42.22182749,-86.05128803,3832.0,3832.0
20965,80-5096,Van Buren,LAWRENCE,(5) Major Collector,R,PAW PAW ST,,,SOUTH OF,E Saint Joseph St,2-WAY,NB/SB,Primary,580905.0,2.064,42.21600224,-86.05124277,3468.0,3468.0
20966,80-5097,Van Buren,-,(5) Major Collector,R,42ND ST,,,SOUTH OF,County Road 374,2-WAY,NB/SB,Primary,584005.0,0.894,42.2237594,-85.95685051,499.0,499.0
20967,80-5098,Van Buren,PAW PAW,(5) Major Collector,U,NORTH ST,N Harris St,Miller St,BETWEEN,N Harris St AND Miller St,2-WAY,EB/WB,Primary,583901.0,2.9,42.22250163,-85.90027111,1107.0,1107.0
20968,80-5099,Van Buren,PAW PAW,(5) Major Collector,U,HAZEN ST,,,SOUTH OF,Lake St,2-WAY,NB/SB,Primary,584310.0,0.484,42.22456612,-85.89804585,3470.0,3470.0
20969,80-5100,Van Buren,-,(4) Minor Arterial,R,RED ARROW HWY,43rd St,County Road 671,BETWEEN,43rd St AND County Road 671,2-WAY,EB/WB,Primary,582007.0,3.756,42.21071762,-85.97203875,4819.0,4819.0
20970,80-5101,Van Buren,-,(4) Minor Arterial,R,43RD ST,,,NORTH OF,I 94 Crossover,2-WAY,NB/SB,Primary,579407.0,15.367,42.20363342,-85.96625956,3650.0,3650.0
20971,80-5102,Van Buren,PAW PAW,(4) Minor Arterial,U,MICHIGAN AVE,N Harris St,Miller St,BETWEEN,N Harris St AND Miller St,2-WAY,EB/WB,Primary,582007.0,7.487,42.2172288,-85.90018606,9919.0,9919.0
